nvml:nvidia_geforce_gtx_970_0,rapl:ram,rapl:cores,rapl:pkg
17840,740,5536,18137
17840,490,1792,13561
17840,479,1461,13152
17840,481,1467,13180
17840,481,1298,12990
17840,480,1291,12994
17840,492,1371,13199
17840,479,1316,13017
17840,479,1411,13094
17840,479,1484,13186
17840,485,1343,13101
17840,475,1385,13022
17840,481,1433,13139
17840,493,1556,13403
17840,480,1357,13061
17840,478,1426,13120
17840,481,1360,13062
17840,481,1221,12926
17840,479,1312,13006
17840,479,1291,12992
17840,484,1460,13213
17840,487,1367,13147
17840,480,1514,13205
17840,481,1335,13044
17840,480,1382,13074
17840,480,1380,13088
17840,479,1339,13035
17840,479,1494,13194
17840,481,1375,13078
17840,491,1408,13253
17352,480,1392,13095
17352,483,1457,13152
17352,481,1552,13256
17352,480,1605,13296
17352,480,1653,13352
17352,479,1511,13208
17352,486,1586,13296
17352,491,1624,13452
17352,485,1422,13145
17352,478,1202,12887
17352,472,1492,13102
17352,489,1407,13202
17352,477,1505,13161
17352,484,1382,13132
17352,489,1340,13151
17352,470,1429,13016
17352,492,1364,13214
17352,479,1368,13068
17352,480,1368,13073
17352,478,1360,13054
17107,493,1616,13333
17107,478,1384,13060
17107,488,1325,13119
17107,472,1503,13101
17107,493,1396,13245
17107,479,1472,13162
17107,476,1475,13134
17107,484,1431,13171
17107,481,1474,13185
17107,478,1369,13053
17352,480,1450,13155
17352,481,1300,13144
17352,488,1427,13065
17352,485,1253,13021
17352,478,1336,13014
17352,480,1432,13146
17352,480,1507,13198
17352,481,1442,13163
17352,481,1518,13234
17352,479,1459,13150
17352,481,1481,13206
17352,489,1637,13438
17352,480,1610,13303
17352,480,1477,13172
17352,481,1463,13177
17352,478,1464,13149
17352,479,1563,13261
17352,481,1694,13410
17352,491,1676,13509
17352,480,1469,13180
17352,479,1504,13207
17352,480,1441,13133
17352,478,1623,13301
17352,482,1615,13331
17352,478,1601,13281
17352,489,1874,13678
17352,484,1577,13315
17352,480,1539,13251
17352,483,1559,13261
17352,481,1500,13201
17358,484,1724,13464
17358,476,1587,13238
17358,479,1571,13263
17358,490,1697,13506
17358,483,1532,13273
17358,481,1576,13290
17358,478,1541,13222
17358,482,1532,13248
17358,479,1720,13405
17358,480,1501,13211
17352,480,1556,13273
17352,478,1589,13273
17352,492,1471,13310
17352,476,1490,13146
17352,482,1564,13290
17352,481,1506,13221
17352,478,1563,13243
17352,480,1523,13242
17352,479,1470,13157
17352,480,1501,13210
17352,481,1637,13356
17352,491,1623,13442
17352,482,1714,13417
17352,476,1521,13181
17352,484,1597,13339
17352,479,1758,13463
17352,479,1724,13416
17352,480,1646,13351
17352,491,1586,13421
17352,479,1579,13284
17358,471,1436,13039
17358,490,1487,13283
17358,480,1629,13330
17358,480,1580,13281
17358,479,1653,13354
17358,480,1768,13463
17358,491,1445,13276
17358,480,1438,13149
17358,480,1549,13252
17358,480,1502,13207
17358,472,1608,13376
17358,489,1673,13299
17358,481,1513,13217
17358,480,1578,13274
17358,480,1510,13211
17358,491,1418,13264
17358,478,1444,13116
17358,480,1560,13269
17358,480,1515,13202
17358,479,1387,13091
17358,485,1349,13098
17358,476,1405,13050
17358,482,1472,13173
17358,493,1463,13310
17358,479,1384,13079
17358,480,1656,13364
17358,478,1751,13439
17358,480,1675,13382
17358,480,1477,13174
17358,479,1626,13324
17352,484,1619,13367
17352,488,1618,13409
17352,481,1791,13496
17352,479,1636,13334
17352,481,1625,13331
17352,479,1548,13254
17352,479,1539,13225
17352,480,1577,13290
17352,479,1652,13334
17352,492,1642,13498
17358,470,1716,13306
17358,490,1623,13426
17358,480,1726,13422
17358,479,1586,13280
17358,479,1506,13201
17358,482,1532,13250
17358,479,1383,13073
17358,492,1394,13247
17358,479,1488,13172
17358,480,1413,13111
17358,483,1435,13173
17358,478,1441,13101
17358,479,1493,13194
17358,482,1567,13282
17358,479,1434,13134
17358,479,1534,13238
17358,491,1393,13235
17358,480,1409,13119
17358,477,1616,13277
17358,480,1346,13056
17352,483,1486,13226
17352,476,1435,13094
17352,492,1425,13255
17352,482,1436,13150
17352,478,1576,13257
17352,481,1687,13399
17352,479,1549,13240
17352,480,1378,13089
17352,479,1481,13164
17352,481,1268,12989
17352,479,1440,13151
17352,492,1660,13491
17352,480,1658,13347
17352,482,1553,13267
17352,478,1599,13280
17352,481,1717,13428
17352,479,1448,13134
17352,480,1409,13112
17352,481,1470,13171
17352,480,1511,13222
17352,525,7172,18875
17352,566,20900,32499
17352,726,19072,30798
17352,674,19589,31348
17352,817,16143,28194
17352,575,44472,56025
17352,687,19829,31669
17352,608,20263,31987
17352,788,16940,28645
17352,616,19852,31592
17573,600,20443,32183
17573,917,13673,25405
17573,616,20209,31874
17573,604,20183,31874
17573,582,20069,32135
17573,549,22397,34194
17573,1310,16438,28419
32408,841,20998,28121
42593,944,19751,23909
46464,966,19350,23526
47916,960,19622,23793
48378,900,20319,24590
48896,1490,15387,19736
49140,1231,17313,21667
48653,730,11008,15272
48646,841,12605,16435
48621,586,20722,25056
48589,556,23444,27510
48621,881,20446,24533
48621,951,19483,23598
48865,1061,20135,24529
48621,922,19250,23273
50809,797,19791,23852
49837,876,19243,23409
49133,967,19228,23609
55635,872,19481,23522
77044,633,18574,22824
90433,597,15873,19824
102146,597,11196,15273
110988,612,9595,13720
130209,603,6089,10119
135961,626,4628,8710
138101,616,4403,8507
133795,623,3492,7612
130271,608,3118,7147
130513,613,3107,7151
128407,609,3113,7162
128649,621,3213,7283
129853,619,3166,7284
127887,598,3154,7150
128851,626,3175,7312
129371,612,3164,7224
129789,607,3130,7181
128431,620,3167,7201
129371,619,3190,7261
130031,605,3149,7192
128586,615,3167,7232
128827,614,3133,7191
129853,616,3160,7244
132655,613,3478,7482
135935,610,3668,7751
138971,619,4221,8345
140654,605,4366,8398
140655,614,4370,8475
141856,609,4406,8448
144165,612,6985,11012
144165,611,6188,10261
142749,616,4664,8790
140654,599,3932,7937
138756,612,3920,8023
138275,611,3902,7975
138275,628,3934,7990
138034,612,3887,7943
136657,613,3544,7621
134276,613,3381,7453
135239,606,3320,7359
133794,614,3388,7460
134276,637,3485,7594
137645,604,3947,7992
139063,616,3984,8087
139237,609,3996,8052
135745,606,3459,7465
133098,610,3112,7178
130752,643,3211,7339
130271,613,3124,7175
131413,583,3063,7106
103664,867,8871,12829
80665,592,20071,24119
106716,685,12486,16748
107700,674,3850,7996
109130,642,3791,7842
109371,599,3656,7727
123889,616,3614,7655
132503,616,3613,7685
134405,607,3530,7572
135720,632,3704,7777
136177,609,3577,7637
135695,612,3571,7631
137313,605,3582,7628
136658,615,3615,7687
138997,611,4035,8085
139958,633,4189,8268
142963,615,5763,9829
145536,619,7772,11944
145776,606,6861,10918
145846,608,6660,10714
146781,607,5785,9807
144431,624,5639,9692
144191,626,4872,9050
142097,604,4176,8208
139693,614,3656,7717
139451,612,3667,7694
138997,608,3716,7776
138101,631,3817,7885
138822,623,3671,7823
138516,606,3650,7669
139478,619,3692,7779
138516,605,3598,7644
138582,621,3627,7724
138341,632,3746,7807
136417,602,3338,7360
135454,617,3282,7371
140199,608,4897,8913
145846,612,10644,14739
146567,613,6916,11048
146327,626,5958,9997
143299,617,4677,8777
140654,613,3674,7750
136417,606,3400,7452
132592,614,3057,7109
137553,618,3947,8016
139958,608,3875,7908
140680,615,3825,7917
138516,603,3635,7679
136376,618,3342,7409
135479,609,3355,7398
135720,610,3406,7469
134998,617,3392,7443
139718,615,4560,8632
126924,671,7065,11155
116537,647,3791,7876
110337,636,3412,7470
107995,642,3439,7481
120040,661,11497,15457
138209,637,23503,27499
144987,620,17259,21595
147600,605,11665,15702
148871,608,11797,15875
151216,599,11981,16030
148800,609,11744,15785
148347,625,8647,12814
147048,615,5708,9797
141161,616,3940,8004
136176,605,3078,7094
136898,613,3655,7750
142268,603,4300,8403
143298,616,4020,8024
141133,620,3533,7607
139997,604,3403,7450
139275,606,3472,7518
141440,703,5237,9290
147499,622,7294,11461
146806,612,5618,9643
142163,615,3554,7614
139478,614,3576,7641
139478,610,3627,7680
137619,610,3522,7614
136240,610,3361,7417
133618,621,3053,7166
134757,603,3405,7403
138275,610,3721,7799
143710,612,5516,9580
142818,610,4158,8237
142336,608,4019,8067
139477,614,3594,7661
138060,620,3498,7626
138275,603,3541,7526
139692,614,3498,7621
139064,613,3574,7640
138996,610,3543,7602
141135,610,3951,8011
141788,600,4102,8136
142817,612,4182,8254
142577,614,4181,8254
144020,601,4123,8165
143539,615,4096,8176
143058,612,3941,8004
140654,612,3650,7726
141134,604,3612,7637
141856,617,4103,8211
125780,680,6472,10574
119170,641,3862,7919
112918,655,3584,7712
109613,626,3302,7366
113884,605,3251,7249
